# Coding: utf-8,
# File format version: 2,
# Title: CAMS McClear v3.5 model of clear-sky irradiation.,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.,
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step
#           for a selected location (worldwide coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: MINES ParisTech (France),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear,
# Date begin (ISO 8601): 2019-01-01T00:00:00.0,
# Date end (ISO 8601): 2022-01-01T00:00:00.0,
# Latitude (positive North, ISO 19115): 39.9062
# Longitude (positive East, ISO 19115): 116.3913
# Altitude (m): 47.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s,
# noValue: nan,
# File generated on: 2022-11-10,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI,
2020-07-25T00:00:00.0/2020-07-26T00:00:00.0;11005.4258;7489.3115;5112.3218;2376.9900;7156.8579,
2020-07-26T00:00:00.0/2020-07-27T00:00:00.0;10973.1113;6928.0645;3771.6040;3156.4607;4957.2983,
2020-07-27T00:00:00.0/2020-07-28T00:00:00.0;10940.0312;5959.6372;1810.3883;4149.2490;2412.7537,
2020-07-28T00:00:00.0/2020-07-29T00:00:00.0;10906.1201;6101.7886;2147.7991;3953.9893;2883.3008,
2020-07-29T00:00:00.0/2020-07-30T00:00:00.0;10871.4150;6430.5698;2693.0334;3737.5366;3615.8391,
2020-07-30T00:00:00.0/2020-07-31T00:00:00.0;10835.9590;6450.6572;2770.3853;3680.2720;3784.9233,
2020-07-31T00:00:00.0/2020-08-01T00:00:00.0;10799.6865;6232.7144;2535.8591;3696.8552;3312.3762,
2020-08-01T00:00:00.0/2020-08-02T00:00:00.0;10762.6357;5836.5430;1760.8389;4075.7041;2408.8420,
2020-08-02T00:00:00.0/2020-08-03T00:00:00.0;10724.8096;6384.7090;2800.3379;3584.3711;3862.1208,
2020-08-03T00:00:00.0/2020-08-04T00:00:00.0;10686.2139;6946.1816;3998.1064;2948.0752;5683.9541,
2020-08-04T00:00:00.0/2020-08-05T00:00:00.0;10646.8252;6918.5278;4160.7354;2757.7922;5684.3521,
2020-08-05T00:00:00.0/2020-08-06T00:00:00.0;10606.7129;6421.6289;2926.9692;3494.6599;4138.9717,
2020-08-06T00:00:00.0/2020-08-07T00:00:00.0;10565.8457;6758.0303;3738.5769;3019.4536;5333.9365,
2020-08-07T00:00:00.0/2020-08-08T00:00:00.0;10524.2285;6994.2407;4583.5371;2410.7034;6452.3008,
2020-08-08T00:00:00.0/2020-08-09T00:00:00.0;10481.8662;6424.3540;3231.1338;3193.2200;4469.5981,
2020-08-09T00:00:00.0/2020-08-10T00:00:00.0;10438.7637;6724.6963;3849.3911;2875.3054;5330.7188,
2020-08-10T00:00:00.0/2020-08-11T00:00:00.0;10394.9043;6899.0107;4277.2461;2621.7649;6033.3540,
2020-08-11T00:00:00.0/2020-08-12T00:00:00.0;10350.3896;6416.8926;3375.3984;3041.4939;4528.8359,
2020-08-12T00:00:00.0/2020-08-13T00:00:00.0;10305.1201;5455.7163;1540.2448;3915.4714;2321.2532,
2020-08-13T00:00:00.0/2020-08-14T00:00:00.0;10259.1074;7028.1987;5044.0654;1984.1332;7242.9751,
2020-08-14T00:00:00.0/2020-08-15T00:00:00.0;10212.4307;6753.6470;4267.3379;2486.3088;6037.4507,
2020-08-15T00:00:00.0/2020-08-16T00:00:00.0;10165.0518;6862.3950;4717.4546;2144.9399;6925.6572,
2020-08-16T00:00:00.0/2020-08-17T00:00:00.0;10116.9414;6753.8433;4584.6362;2169.2075;6521.5586,
2020-08-17T00:00:00.0/2020-08-18T00:00:00.0;10068.2012;6505.0054;3906.3611;2598.6443;5508.5669,
2020-08-18T00:00:00.0/2020-08-19T00:00:00.0;10018.7793;6288.3672;3288.0139;3000.3535;4937.5454,
2020-08-19T00:00:00.0/2020-08-20T00:00:00.0;9968.6602;6663.9062;4507.3525;2156.5537;6484.3105,
2020-08-20T00:00:00.0/2020-08-21T00:00:00.0;9917.9277;6435.6650;3813.3201;2622.3450;5560.8872,
2020-08-21T00:00:00.0/2020-08-22T00:00:00.0;9866.5039;6579.7065;4160.0601;2419.6467;6055.5308,
2020-08-22T00:00:00.0/2020-08-23T00:00:00.0;9814.4961;6312.9453;3613.2192;2699.7261;5160.2935,
2020-08-23T00:00:00.0/2020-08-24T00:00:00.0;9761.8496;5867.6948;2542.2510;3325.4441;3938.9211,
2020-08-24T00:00:00.0/2020-08-25T00:00:00.0;9708.5635;6852.5649;5381.1826;1471.3827;8011.8716,
2020-08-25T00:00:00.0/2020-08-26T00:00:00.0;9654.6963;6429.3799;4121.7544;2307.6255;5995.4707,
2020-08-26T00:00:00.0/2020-08-27T00:00:00.0;9600.2080;6048.0996;3162.8408;2885.2588;4641.3218,
2020-08-27T00:00:00.0/2020-08-28T00:00:00.0;9545.1592;6153.8105;3552.2222;2601.5886;5201.6069,
2020-08-28T00:00:00.0/2020-08-29T00:00:00.0;9489.5498;6079.0376;3513.9895;2565.0481;5049.3525,
2020-08-29T00:00:00.0/2020-08-30T00:00:00.0;9433.3613;5254.8164;1816.7676;3438.0488;2559.3633,
2020-08-30T00:00:00.0/2020-08-31T00:00:00.0;9376.5957;4847.4712;1286.7484;3560.7227;1878.7831,
2020-08-31T00:00:00.0/2020-09-01T00:00:00.0;9319.2686;5515.8281;2171.1521;3344.6758;3516.6565,
2020-09-01T00:00:00.0/2020-09-02T00:00:00.0;9261.4561;6491.1479;4611.0410;1880.1069;7062.1128,
2020-09-02T00:00:00.0/2020-09-03T00:00:00.0;9203.0732;6423.1172;4750.4146;1672.7026;7561.4507,
2020-09-03T00:00:00.0/2020-09-04T00:00:00.0;9144.2139;6455.5630;4971.4336;1484.1295;7947.5928,
2020-09-04T00:00:00.0/2020-09-05T00:00:00.0;9084.8164;6520.5078;5224.2510;1296.2571;8199.6641,
2020-09-05T00:00:00.0/2020-09-06T00:00:00.0;9024.9531;6185.6787;4340.1289;1845.5499;6551.9053,
2020-09-06T00:00:00.0/2020-09-07T00:00:00.0;8964.5869;5304.9048;2385.4163;2919.4883;3578.0242,
2020-09-07T00:00:00.0/2020-09-08T00:00:00.0;8903.7402;5689.2212;3190.5781;2498.6433;5247.4834,
2020-09-08T00:00:00.0/2020-09-09T00:00:00.0;8842.4766;6454.1851;5409.4756;1044.7096;8996.8271,
2020-09-09T00:00:00.0/2020-09-10T00:00:00.0;8780.7354;6531.1011;5578.3926;952.7089;9334.6729,
2020-09-10T00:00:00.0/2020-09-11T00:00:00.0;8718.5537;6266.4048;5225.4570;1040.9478;8747.1650,
2020-09-11T00:00:00.0/2020-09-12T00:00:00.0;8656.0459;6083.7739;4816.5093;1267.2643;7653.6260,
2020-09-12T00:00:00.0/2020-09-13T00:00:00.0;8593.0596;5551.6968;3228.8379;2322.8591;5104.4272,
2020-09-13T00:00:00.0/2020-09-14T00:00:00.0;8529.7148;5247.1709;2717.1086;2530.0623;4142.6270,
2020-09-14T00:00:00.0/2020-09-15T00:00:00.0;8465.9775;4679.6675;1626.1604;3053.5071;2480.5315,
2020-09-15T00:00:00.0/2020-09-16T00:00:00.0;8401.8760;5218.6455;2621.3608;2597.2847;4324.3052,
2020-09-16T00:00:00.0/2020-09-17T00:00:00.0;8337.4717;6184.6001;4902.6079;1281.9923;8493.1523,
2020-09-17T00:00:00.0/2020-09-18T00:00:00.0;8272.7197;6201.0269;5252.8516;948.1755;9049.1660,
2020-09-18T00:00:00.0/2020-09-19T00:00:00.0;8207.6553;6135.9072;5162.7617;973.1456;8933.8340,
2020-09-19T00:00:00.0/2020-09-20T00:00:00.0;8142.3452;5790.4180;4357.4141;1433.0038;7370.4624,
2020-09-20T00:00:00.0/2020-09-21T00:00:00.0;8076.7373;5691.6030;4294.1387;1397.4644;6969.5908,
2020-09-21T00:00:00.0/2020-09-22T00:00:00.0;8010.8716;4413.7139;1576.5710;2837.1431;2517.5786,
2020-09-22T00:00:00.0/2020-09-23T00:00:00.0;7944.8184;4729.1426;2190.5542;2538.5886;3530.4729,
2020-09-23T00:00:00.0/2020-09-24T00:00:00.0;7878.5195;3915.0896;966.0270;2949.0625;1674.3993,
2020-09-24T00:00:00.0/2020-09-25T00:00:00.0;7812.0190;5020.7505;2890.3813;2130.3691;4895.3052,
2020-09-25T00:00:00.0/2020-09-26T00:00:00.0;7745.3911;4934.2817;2765.9128;2168.3689;4641.5962,
2020-09-26T00:00:00.0/2020-09-27T00:00:00.0;7678.5698;4844.8428;2631.7510;2213.0916;4408.0449,
2020-09-27T00:00:00.0/2020-09-28T00:00:00.0;7611.6030;4580.6431;2221.2495;2359.3938;3674.7600,
2020-09-28T00:00:00.0/2020-09-29T00:00:00.0;7544.5708;3724.0813;954.1620;2769.9194;1594.9397,
2020-09-29T00:00:00.0/2020-09-30T00:00:00.0;7477.3970;4814.6562;2921.5037;1893.1526;5215.2686,
2020-09-30T00:00:00.0/2020-10-01T00:00:00.0;7410.1748;4799.9233;2905.6689;1894.2546;4937.8003,
2020-10-01T00:00:00.0/2020-10-02T00:00:00.0;7342.8701;4334.5635;1932.3267;2402.2371;3442.9053,
2020-10-02T00:00:00.0/2020-10-03T00:00:00.0;7275.5527;5310.8975;4123.7676;1187.1299;7533.4062,
2020-10-03T00:00:00.0/2020-10-04T00:00:00.0;7208.2188;4879.8765;3154.3210;1725.5553;5953.2954,
2020-10-04T00:00:00.0/2020-10-05T00:00:00.0;7140.8501;5460.1655;4699.7544;760.4109;9057.7715,
2020-10-05T00:00:00.0/2020-10-06T00:00:00.0;7073.4893;5304.8301;4398.8960;905.9340;8171.1035,
2020-10-06T00:00:00.0/2020-10-07T00:00:00.0;7006.2246;4712.6958;3085.8315;1626.8640;5536.2651,
2020-10-07T00:00:00.0/2020-10-08T00:00:00.0;6938.9717;4128.7666;1934.7454;2194.0212;3505.3892,
2020-10-08T00:00:00.0/2020-10-09T00:00:00.0;6871.8081;4160.0107;2088.7693;2071.2415;3730.0479,
2020-10-09T00:00:00.0/2020-10-10T00:00:00.0;6804.7515;3574.8508;1160.1934;2414.6575;2072.0942,
2020-10-10T00:00:00.0/2020-10-11T00:00:00.0;6737.8560;3504.1038;1122.5145;2381.5894;1993.4636,
2020-10-11T00:00:00.0/2020-10-12T00:00:00.0;6671.0845;4048.9011;2035.3481;2013.5529;4318.8657,
2020-10-12T00:00:00.0/2020-10-13T00:00:00.0;6604.5088;4807.7837;3749.5576;1058.2258;7172.7832,
2020-10-13T00:00:00.0/2020-10-14T00:00:00.0;6538.1143;4474.2671;2932.1941;1542.0729;5688.8208,
2020-10-14T00:00:00.0/2020-10-15T00:00:00.0;6471.9653;4270.0195;2660.3633;1609.6561;4972.9980,
2020-10-15T00:00:00.0/2020-10-16T00:00:00.0;6406.0449;3727.6628;1646.3317;2081.3311;3324.2073,
2020-10-16T00:00:00.0/2020-10-17T00:00:00.0;6340.4194;4785.0410;4044.1494;740.8915;8257.9590,
2020-10-17T00:00:00.0/2020-10-18T00:00:00.0;6275.0703;4522.4165;3398.6064;1123.8101;6741.1104,
2020-10-18T00:00:00.0/2020-10-19T00:00:00.0;6210.0698;3997.0178;2374.0186;1622.9994;4641.3423,
2020-10-19T00:00:00.0/2020-10-20T00:00:00.0;6145.3906;3839.8555;2157.4941;1682.3615;4197.2378,
2020-10-20T00:00:00.0/2020-10-21T00:00:00.0;6081.1182;3298.1484;1192.8933;2105.2551;2401.5657,
2020-10-21T00:00:00.0/2020-10-22T00:00:00.0;6017.2065;4366.5000;3339.1123;1027.3876;6875.0518,
2020-10-22T00:00:00.0/2020-10-23T00:00:00.0;5953.7642;4405.1387;3581.2629;823.8756;7724.0298,
2020-10-23T00:00:00.0/2020-10-24T00:00:00.0;5890.7603;4343.8066;3584.6023;759.2042;7704.1768,
2020-10-24T00:00:00.0/2020-10-25T00:00:00.0;5828.1719;4125.8125;3093.9380;1031.8748;6429.4927,
2020-10-25T00:00:00.0/2020-10-26T00:00:00.0;5766.1572;3377.5527;1601.1188;1776.4340;3228.4199,
2020-10-26T00:00:00.0/2020-10-27T00:00:00.0;5704.6577;3030.1294;1038.2872;1991.8422;2350.0562,
2020-10-27T00:00:00.0/2020-10-28T00:00:00.0;5643.6797;4067.3811;3072.0640;995.3171;6705.0391,
2020-10-28T00:00:00.0/2020-10-29T00:00:00.0;5583.3071;4010.3345;3067.8716;942.4628;6642.0024,
2020-10-29T00:00:00.0/2020-10-30T00:00:00.0;5523.5239;3540.5493;2147.1821;1393.3672;4621.7114,
2020-10-30T00:00:00.0/2020-10-31T00:00:00.0;5464.3188;3197.3083;1612.6920;1584.6163;3378.6948,
2020-10-31T00:00:00.0/2020-11-01T00:00:00.0;5405.8032;2525.9353;614.3877;1911.5475;1286.3781,
2020-11-01T00:00:00.0/2020-11-02T00:00:00.0;5347.9180;3421.9463;1906.4023;1515.5439;4214.2441,
2020-11-02T00:00:00.0/2020-11-03T00:00:00.0;5290.7583;3862.3650;3039.6094;822.7554;7038.7930,
2020-11-03T00:00:00.0/2020-11-04T00:00:00.0;5234.3071;3787.8521;2916.3816;871.4703;6651.6362,
2020-11-04T00:00:00.0/2020-11-05T00:00:00.0;5178.5884;3201.8005;1818.6973;1383.1033;4041.8271,
2020-11-05T00:00:00.0/2020-11-06T00:00:00.0;5123.6255;2890.7583;1336.3870;1554.3713;2939.5100,
2020-11-06T00:00:00.0/2020-11-07T00:00:00.0;5069.4102;2923.1929;1249.6698;1673.5231;2695.1248,
2020-11-07T00:00:00.0/2020-11-08T00:00:00.0;5015.9985;2330.2722;504.1304;1826.1417;1343.6545,
2020-11-08T00:00:00.0/2020-11-09T00:00:00.0;4963.4585;3551.9871;2759.9221;792.0650;6597.8296,
2020-11-09T00:00:00.0/2020-11-10T00:00:00.0;4911.7661;3359.4990;2415.6003;943.8987;5742.1899,
2020-11-10T00:00:00.0/2020-11-11T00:00:00.0;4860.9448;3085.0022;1903.0476;1181.9547;4418.3667,
2020-11-11T00:00:00.0/2020-11-12T00:00:00.0;4811.0073;2241.2061;560.6176;1680.5885;1268.7010,
2020-11-12T00:00:00.0/2020-11-13T00:00:00.0;4762.0361;2732.6162;1292.6277;1439.9885;3138.8799,
2020-11-13T00:00:00.0/2020-11-14T00:00:00.0;4713.9697;3016.0737;1845.1919;1170.8817;4376.1641,
2020-11-14T00:00:00.0/2020-11-15T00:00:00.0;4666.8389;2347.1794;703.9834;1643.1962;1632.0660,
2020-11-15T00:00:00.0/2020-11-16T00:00:00.0;4620.7271;2299.0073;654.0291;1644.9781;1516.5192,
2020-11-16T00:00:00.0/2020-11-17T00:00:00.0;4575.6177;1804.4387;250.6386;1553.8000;582.5294,
2020-11-17T00:00:00.0/2020-11-18T00:00:00.0;4531.5659;1755.2794;230.2535;1525.0259;544.7314,
2020-11-18T00:00:00.0/2020-11-19T00:00:00.0;4488.5391;2372.0579;896.3818;1475.6761;2241.0911,
2020-11-19T00:00:00.0/2020-11-20T00:00:00.0;4446.5742;2843.1282;1830.6063;1012.5219;4781.4146,
2020-11-20T00:00:00.0/2020-11-21T00:00:00.0;4405.6890;2967.3389;2100.8887;866.4502;5308.9937,
2020-11-21T00:00:00.0/2020-11-22T00:00:00.0;4365.9292;2245.4165;791.3984;1454.0181;2048.3503,
2020-11-22T00:00:00.0/2020-11-23T00:00:00.0;4327.2876;3065.9644;2324.0232;741.9411;6167.3115,
2020-11-23T00:00:00.0/2020-11-24T00:00:00.0;4289.8198;3030.9497;2255.4236;775.5260;5964.7695,
2020-11-24T00:00:00.0/2020-11-25T00:00:00.0;4253.4814;2819.6174;1900.6127;919.0048;4952.9370,
2020-11-25T00:00:00.0/2020-11-26T00:00:00.0;4218.3462;2556.2031;1452.0596;1104.1436;3756.8882,
2020-11-26T00:00:00.0/2020-11-27T00:00:00.0;4184.3726;2357.2983;1149.4214;1207.8770;3002.9888,
2020-11-27T00:00:00.0/2020-11-28T00:00:00.0;4151.6367;2855.0679;2107.8018;747.2661;5725.9180,
2020-11-28T00:00:00.0/2020-11-29T00:00:00.0;4120.0825;2824.8264;2069.3411;755.4854;5551.9409,
2020-11-29T00:00:00.0/2020-11-30T00:00:00.0;4089.8083;2567.7471;1577.1903;990.5568;4294.0801,
2020-11-30T00:00:00.0/2020-12-01T00:00:00.0;4060.7749;2823.9111;2124.2683;699.6427;5785.6538,
2020-12-01T00:00:00.0/2020-12-02T00:00:00.0;4032.9983;1927.2079;668.4701;1258.7378;1762.1038,
2020-12-02T00:00:00.0/2020-12-03T00:00:00.0;4006.4731;2470.8796;1479.9990;990.8806;4188.4663,
2020-12-03T00:00:00.0/2020-12-04T00:00:00.0;3981.2656;2953.2295;2425.2837;527.9457;6989.6060,
2020-12-04T00:00:00.0/2020-12-05T00:00:00.0;3957.3538;2848.8787;2214.7339;634.1450;6309.2393,
2020-12-05T00:00:00.0/2020-12-06T00:00:00.0;3934.7500;2732.4753;2033.8409;698.6344;5654.1318,
2020-12-06T00:00:00.0/2020-12-07T00:00:00.0;3913.4656;2086.1895;933.8273;1152.3621;2628.1670,
2020-12-07T00:00:00.0/2020-12-08T00:00:00.0;3893.5112;2906.2659;2341.5054;564.7605;6826.0029,
2020-12-08T00:00:00.0/2020-12-09T00:00:00.0;3874.8970;2628.7747;1864.9543;763.8203;5251.4438,
2020-12-09T00:00:00.0/2020-12-10T00:00:00.0;3857.6316;2168.9199;1058.2725;1110.6473;2937.8550,
2020-12-10T00:00:00.0/2020-12-11T00:00:00.0;3841.7651;2494.9812;1643.9052;851.0761;4613.9849,
2020-12-11T00:00:00.0/2020-12-12T00:00:00.0;3827.2229;2216.2815;1173.5105;1042.7711;3221.3674,
2020-12-12T00:00:00.0/2020-12-13T00:00:00.0;3814.0632;1875.5874;722.3798;1153.2076;2035.9459,
2020-12-13T00:00:00.0/2020-12-14T00:00:00.0;3802.2793;2879.2361;2313.3835;565.8525;6892.7578,
2020-12-14T00:00:00.0/2020-12-15T00:00:00.0;3791.9519;2553.6748;1703.4938;850.1812;4950.3999,
2020-12-15T00:00:00.0/2020-12-16T00:00:00.0;3782.9695;2406.8594;1463.2789;943.5804;4198.2261,
2020-12-16T00:00:00.0/2020-12-17T00:00:00.0;3775.3752;2634.3484;1918.2469;716.1016;5550.0347,
2020-12-17T00:00:00.0/2020-12-18T00:00:00.0;3769.2139;2510.8855;1730.1675;780.7180;5046.0029,
2020-12-18T00:00:00.0/2020-12-19T00:00:00.0;3764.4768;2814.2170;2286.0859;528.1309;6815.7017,
2020-12-19T00:00:00.0/2020-12-20T00:00:00.0;3761.1353;2424.7078;1587.6322;837.0756;4587.1865,
2020-12-20T00:00:00.0/2020-12-21T00:00:00.0;3759.2222;2566.8142;1864.9685;701.8456;5427.6689,
2020-12-21T00:00:00.0/2020-12-22T00:00:00.0;3758.6821;2535.7908;1772.5664;763.2243;5121.5586,
2020-12-22T00:00:00.0/2020-12-23T00:00:00.0;3759.6353;2348.7712;1412.4092;936.3619;3999.6021,
2020-12-23T00:00:00.0/2020-12-24T00:00:00.0;3761.9666;2554.9985;1752.4624;802.5361;5016.2168,
2020-12-24T00:00:00.0/2020-12-25T00:00:00.0;3765.7222;2637.6289;1897.6062;740.0228;5524.7769,
2020-12-25T00:00:00.0/2020-12-26T00:00:00.0;3770.8896;2440.9990;1602.0770;838.9219;4604.8257,
2020-12-26T00:00:00.0/2020-12-27T00:00:00.0;3777.5073;1871.6643;737.5651;1134.0992;2048.5264,
2020-12-27T00:00:00.0/2020-12-28T00:00:00.0;3785.5115;2102.7861;1006.8948;1095.8912;2798.2827,
2020-12-28T00:00:00.0/2020-12-29T00:00:00.0;3794.9253;1595.8444;405.3880;1190.4563;1140.1487,
2020-12-29T00:00:00.0/2020-12-30T00:00:00.0;3805.7861;2918.5691;2342.1821;576.3870;6995.5933,
2020-12-30T00:00:00.0/2020-12-31T00:00:00.0;3818.0471;2850.1387;2260.1675;589.9713;6683.8960,
2020-12-31T00:00:00.0/2021-01-01T00:00:00.0;3831.6770;2723.0498;1937.5632;785.4866;5544.0845,
2021-01-01T00:00:00.0/2021-01-02T00:00:00.0;3846.7080;2357.6592;1380.2997;977.3594;3812.9282,
2021-01-02T00:00:00.0/2021-01-03T00:00:00.0;3863.1748;1856.0461;735.8443;1120.2019;2003.8027,
2021-01-03T00:00:00.0/2021-01-04T00:00:00.0;3881.0271;2233.0459;1190.6868;1042.3593;3260.1826,
2021-01-04T00:00:00.0/2021-01-05T00:00:00.0;3900.2605;2708.3208;1979.5308;728.7901;5482.5552,
2021-01-05T00:00:00.0/2021-01-06T00:00:00.0;3920.8684;2564.0459;1607.2845;956.7614;4517.9956,
2021-01-06T00:00:00.0/2021-01-07T00:00:00.0;3942.8438;2959.2312;2213.4653;745.7659;6482.2222,
2021-01-07T00:00:00.0/2021-01-08T00:00:00.0;3966.1785;2888.5278;2114.2737;774.2544;6133.8530,
2021-01-08T00:00:00.0/2021-01-09T00:00:00.0;3990.9070;2946.8789;2344.8545;602.0245;6658.1343,
2021-01-09T00:00:00.0/2021-01-10T00:00:00.0;4016.9436;2779.2153;2051.2390;727.9762;5807.2812,
2021-01-10T00:00:00.0/2021-01-11T00:00:00.0;4044.3013;2904.6082;2202.9309;701.6772;6159.3354,
2021-01-11T00:00:00.0/2021-01-12T00:00:00.0;4072.9858;2742.5974;1855.8623;886.7351;5049.4653,
2021-01-12T00:00:00.0/2021-01-13T00:00:00.0;4103.0171;2310.5967;1084.6570;1225.9397;2844.1833,
2021-01-13T00:00:00.0/2021-01-14T00:00:00.0;4134.3169;2496.8933;1340.8011;1156.0922;3510.5527,
2021-01-14T00:00:00.0/2021-01-15T00:00:00.0;4166.8916;1877.7023;568.4237;1309.2786;1469.8146,
2021-01-15T00:00:00.0/2021-01-16T00:00:00.0;4200.7759;3008.7405;2262.4624;746.2782;6186.0239,
2021-01-16T00:00:00.0/2021-01-17T00:00:00.0;4235.8794;2902.5046;1963.1903;939.3143;5329.7588,
2021-01-17T00:00:00.0/2021-01-18T00:00:00.0;4272.2886;2848.0750;1887.7090;960.3661;4900.6558,
2021-01-18T00:00:00.0/2021-01-19T00:00:00.0;4309.8647;2611.7637;1460.7672;1150.9966;3742.9263,
2021-01-19T00:00:00.0/2021-01-20T00:00:00.0;4348.6787;2510.1104;1262.5907;1247.5195;3189.2422,
2021-01-20T00:00:00.0/2021-01-21T00:00:00.0;4388.6465;2123.5886;823.6971;1299.8916;2084.8228,
2021-01-21T00:00:00.0/2021-01-22T00:00:00.0;4429.8262;2101.7405;821.3692;1280.3713;2007.7612,
2021-01-22T00:00:00.0/2021-01-23T00:00:00.0;4472.1494;2105.1436;760.2631;1344.8804;1882.9346,
2021-01-23T00:00:00.0/2021-01-24T00:00:00.0;4515.5806;2047.6013;688.9797;1358.6217;1670.8026,
2021-01-24T00:00:00.0/2021-01-25T00:00:00.0;4560.2090;1565.6281;309.9539;1255.6742;742.6567,
2021-01-25T00:00:00.0/2021-01-26T00:00:00.0;4605.8960;1644.4016;253.5183;1390.8833;607.6683,
2021-01-26T00:00:00.0/2021-01-27T00:00:00.0;4652.6567;2980.5999;1833.5023;1147.0977;4471.0723,
2021-01-27T00:00:00.0/2021-01-28T00:00:00.0;4700.4482;2355.9214;970.4873;1385.4341;2361.6604,
2021-01-28T00:00:00.0/2021-01-29T00:00:00.0;4749.3115;3708.0779;3065.2993;642.7785;7732.8960,
2021-01-29T00:00:00.0/2021-01-30T00:00:00.0;4799.2358;3092.0332;1999.3551;1092.6780;4728.6440,
2021-01-30T00:00:00.0/2021-01-31T00:00:00.0;4850.1230;2521.7961;1118.4199;1403.3763;2626.9795,
2021-01-31T00:00:00.0/2021-02-01T00:00:00.0;4901.9834;2632.9587;1227.3248;1405.6339;2939.2131,
2021-02-01T00:00:00.0/2021-02-02T00:00:00.0;4954.7964;3682.8447;2824.8242;858.0205;7011.0557,
2021-02-02T00:00:00.0/2021-02-03T00:00:00.0;5008.5757;3462.1333;2414.0422;1048.0913;5803.9888,
2021-02-03T00:00:00.0/2021-02-04T00:00:00.0;5063.2422;3374.0718;2233.3723;1140.6993;5330.9248,
2021-02-04T00:00:00.0/2021-02-05T00:00:00.0;5118.7935;3373.1274;2210.2212;1162.9062;5166.2891,
2021-02-05T00:00:00.0/2021-02-06T00:00:00.0;5175.2046;3289.5427;1988.9960;1300.5466;4513.8096,
2021-02-06T00:00:00.0/2021-02-07T00:00:00.0;5232.4526;3278.7344;1878.7781;1399.9564;4181.3066,
2021-02-07T00:00:00.0/2021-02-08T00:00:00.0;5290.5527;3815.7026;2887.0566;928.6460;6709.6191,
2021-02-08T00:00:00.0/2021-02-09T00:00:00.0;5349.4111;3141.4695;1743.5157;1397.9537;3810.5461,
2021-02-09T00:00:00.0/2021-02-10T00:00:00.0;5409.0239;2968.7527;1495.4579;1473.2949;3277.1379,
2021-02-10T00:00:00.0/2021-02-11T00:00:00.0;5469.4165;3221.2729;1793.9569;1427.3162;3843.3223,
2021-02-11T00:00:00.0/2021-02-12T00:00:00.0;5530.4849;2289.9297;669.6324;1620.2972;1383.9659,
2021-02-12T00:00:00.0/2021-02-13T00:00:00.0;5592.2739;2875.8918;1180.6779;1695.2141;2445.2463,
2021-02-13T00:00:00.0/2021-02-14T00:00:00.0;5654.6841;2058.6472;373.3511;1685.2960;757.5123,
2021-02-14T00:00:00.0/2021-02-15T00:00:00.0;5717.7539;2804.9290;870.8109;1934.1182;1970.1277,
2021-02-15T00:00:00.0/2021-02-16T00:00:00.0;5781.3975;3761.8491;2423.1299;1338.7192;5335.1533,
2021-02-16T00:00:00.0/2021-02-17T00:00:00.0;5845.6060;4589.3442;3829.6658;759.6786;8589.0449,
2021-02-17T00:00:00.0/2021-02-18T00:00:00.0;5910.3887;4569.1616;3710.3813;858.7803;8067.0947,
2021-02-18T00:00:00.0/2021-02-19T00:00:00.0;5975.7104;3591.6880;2083.3020;1508.3859;4315.4961,
2021-02-19T00:00:00.0/2021-02-20T00:00:00.0;6041.4795;3533.4233;1933.1960;1600.2273;4028.5657,
2021-02-20T00:00:00.0/2021-02-21T00:00:00.0;6107.7368;3720.1726;2070.0476;1650.1250;4142.4121,
2021-02-21T00:00:00.0/2021-02-22T00:00:00.0;6174.4082;4017.5222;2409.1609;1608.3612;4995.3857,
2021-02-22T00:00:00.0/2021-02-23T00:00:00.0;6241.4746;4481.2451;3402.6602;1078.5850;6930.3223,
